village,municipality,state,inali_endonym_ort,inali_endonym_ipa,inali_name
Lázaro Cárdenas,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de la Chuparrosa,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de la Mosca (Loma Bonita),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de la Rana (Xaha Cucho Dij),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de la Yacua,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de Laguna,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de las Flores,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de León,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de Metate (Yosondi Xhaa),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de Nopal,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano de Tepehuaje (Tepehuaje),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Llano Perdido,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Loma Bonita,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Loma Bonita (Cerro Yuko Ta Kava),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Loma Canoa (La Cuna),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Loma de Santa Cruz,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Loma Grande,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Lomas de San Marcos (Loma Huamuchil),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Los Llanos,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Metlatónoc,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Mininuma,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Nuhu Savi Kani,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Ocotepec,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Ojo de Luna,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Ojo de Pescado,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Ometepec Chiquito,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Peña de Venado,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Pie de Mango,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Piedra Negra (Tierra Blanquita),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Piedra Silleta,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Plan Buena Vista,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Pueblo Viejo,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Pueblo Viejo (Ñu Ya Taa),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Rancho de San Marcos,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Rancho Loma Bonita,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Rancho Viejo (Santa Cruz),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Río Amaca,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Río Cantador Chiquito,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Río de Corazón,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Río Encajonado,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Río San Martín,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Agustín,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Antonio,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Cristobalito,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Isidro,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Lucas,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Marcos,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Martín Yuku Xaqui,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Miguel Amoltepec,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Miguel Amoltepec Viejo,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Pedro Viejo,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
San Rafael,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Santa Catarina,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Santa Cruz Cafetal,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Santa Cruz El Nuevo,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Santiago Arroyo Prieto,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Tierra Blanca,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Tierra Blanquita,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Tierra de Algodón (Yaviñu Cachi),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Tierra de Campesino (Tierra Colorada),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Valle Hermoso,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Vicente Guerrero,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Villa de Guadalupe (Tres Ríos),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Vista Hermosa,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Xacundutia,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Xahayucundia (Pie del Cerro Negro),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Xiniandiki (Loma Amarilla),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yoso Cano,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yoso Chun,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yoso Tuxa,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yozo Chum,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yozo Chun Chiquito,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yozondacua,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yozondacua (Llano del Carmen),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yucu Nami,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yucunduta,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuku Nu Kaxin,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yutimi,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuu Mini,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuu Mini Saa,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuu Naa,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuvi Chonuhu,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuvi Tio,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuvicani,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuvin Tikunu (Xalpa),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuvinani,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Yuvitiaqui (Barranca Soltera),Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Zitlaltepec,Metlatónoc,Guerrero,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],mixteco de Guerrero del este medio
Acatepec,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Arroyo Barranca Honda,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Cochoapa,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Colonia Villa Hidalgo,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Cruz de Corazón,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Cumbre de Barranca Honda,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Charco de la Puerta,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Frutillo,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Limón,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Sepudo,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
El Tamarindo,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Huajintepec,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Huixtepec,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Cresta (Palma de Molina),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Ladrillera,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Mira,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
La Soledad,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Las Iguanas,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Las Palmas,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Las Vigas,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Milpillas,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Ometepec,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Paso del Tabaco,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Piedra Ancha,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Piedra Boluda,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Potrerillos,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Adolfo Muñoz,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Delfino Aguirre Rivero (El Palomar),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho El Mapache (Rancho Marcos Bahena),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Francisco Espinoza Hilario (Rancho El Carmen),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Jesús Estrada García,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho las Vigas (Finca Santander),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho los Moreno,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho los Naranjos,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Napoleón Justo (Rancho El Tamarindo),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Rancho Taurino Cárdenas Aparicio,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
San Isidro,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Santa Cruz Teconte (El Teconte),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Santa María (Santa María Asunción),Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Tierra Blanca,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Vista Hermosa,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Zacualpan,Ometepec,Guerrero,tu’un savi,[tũʔũ saβi],mixteco de Guerrero de la costa este
Colonia El Progreso,Petlalcingo,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
El Rosario Micaltepec,Petlalcingo,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Emiliano Zapata,Petlalcingo,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Petlalcingo,Petlalcingo,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
San José Texcalapa,Petlalcingo,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Tepejillo,Petlalcingo,Puebla,da’an davi,[ðãʔã ðaβi],mixteco de la frontera Puebla-Oaxaca
Arroyo del Pote (Yutandiutu),Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Chikuako,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Chiminitio (San Juan Chiminitio),Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Duatiavi,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
El Jicaral (Yutatouyu),Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Hierba Santa,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
La Palma,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Los Guayabos,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Pie de la Cuesta (Shaacuty),Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Pinotepa de Don Luis,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
San Martín,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Tecueteyu,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Xinichiko,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Yucucha,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Yucundio (Cerro de Dios),Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
Yutachiquehue,Pinotepa de Don Luis,Oaxaca,tu’un savi ~ se’en savi,[tũʔũ saβi] ~ [seʔen saβi],mixteco de Oaxaca de la costa oeste central
