address,author,bibtex_type,booktitle,ca_doctype_trigger,ca_language_trigger,chapter,description,edition,editor,endpage_int,gbid,glottolog_id,google_book_search_id,howpublished,iaid,id,inlg,inlg_code,journal,jsondata,keywords,language_note,macroareas,markup_description,med_index,med_pages,med_type,name,normalizedauthorstring,normalizededitorstring,note,number,organization,ozbib_id,pages,pages_int,pk,publisher,school,series,srctrickle,startpage_int,subject,subject_headings,title,type,url,volume,year,year_int
,"North, Joanne and Jäna Shields",book,,,silacayoapan,,"Vamos a leer y escribir en mixteco, mixteco de Silacayoapan, Oaxaca",,,,,,,,,309070,Spanish [spa],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""309070"", ""lgcode"": ""Silacayoapan Mixtec [mks] (computerized assignment from \""silacayoapan\"")""}",,"Silacayoapan Mixtec [mks] (computerized assignment from ""silacayoapan"")",,,16,36,wordlist_or_less,"North, Joanne and Jäna Shields 1974, 1978",,,,,,,36,36,231418,Instituto Lingüístico de Verano,,,otomanguean#Mixtec235,,,,"Vamos a leer y escribir en mixteco, mixteco de Silacayoapan, Oaxaca",,,,"1974, 1978",1974
México,"Nieves, Millie",book,,,,,El parangón en San Juan Mixtepec,,,,,,,,,318051,Spanish [spa],,,"{""hhtype"": ""specific_feature"", ""besttxt"": ""ptxt2\\north_america\\nieves_parangon-mixtepec2012.txt"", ""glottolog_ref_id"": ""318051"", ""lgcode"": ""Mixtepec Mixtec [mix]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\nieves_parangon-mixtepec2012.pdf""}",,Mixtepec Mixtec [mix],North America,,3,18,phonology_or_text,"Nieves, Millie 2012",,,,,,,18,18,229877,ILV,,Ensayos preliminares electrónicos ILV-México,hh#typ:Nieves:Mixtepec,,,,El parangón en San Juan Mixtepec,,,14,2012,2012
,"García Alavez, Daniel Fidencio, narrador",book,,,conejo,,"Xembulu cuenda tyandoo ta pele tsihin nu cuñexu ta ndicaha (El cuento de la tortuga, el zopilote, el conejo y el león)",,,,,,,,,306144,Spanish [spa],,,"{""omnote"": ""[mixteco del este de Jamiltepec]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""306144"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,42,wordlist_or_less,"García Alavez, Daniel Fidencio, narrador 1984",,,,,,,42,42,226243,Instituto Lingüístico de Verano,,,otomanguean#Mixtec66,,,,"Xembulu cuenda tyandoo ta pele tsihin nu cuñexu ta ndicaha (El cuento de la tortuga, el zopilote, el conejo y el león)",,,,1984,1984
,"García Mejía, Julian, narrador",book,,,conejo,,Xembulu cuenda ra ndicaha tsihin ra cuñezu (El cuento del león y el conejo),,,,,,,,,302272,Spanish [spa],,,"{""omnote"": ""[mixteco de San Juan Colorado]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""302272"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""conejo\"")""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""conejo"")",,,16,18,wordlist_or_less,"García Mejía, Julian, narrador 1983",,,,,,,18,18,226242,Instituto Lingüístico de Verano,,,otomanguean#Mixtec67,,,,Xembulu cuenda ra ndicaha tsihin ra cuñezu (El cuento del león y el conejo),,,,1983,1983
,"Mak, Cornelia; Cipriano Hernández, narrador",article,,,tapping,,Maguey tapping in the highland Mixteco,,,,,,,,,302174,English [eng],,Tlalocan,"{""omnote"": ""[mixteco de Rancher\u00eda Progreso, San Est\u00e9ban Atatlahuca]"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""302174"", ""lgcode"": ""Ocotepec Mixtec [mie] (computerized assignment from \""tapping\"")""}",,"Ocotepec Mixtec [mie] (computerized assignment from ""tapping"")",,,16,5,wordlist_or_less,"Mak, Cornelia; Cipriano Hernández, narrador 1977",,,,,,,115-119,5,226234,,,,otomanguean#Mixtec202,,,,Maguey tapping in the highland Mixteco,,,7,1977,1977
,"Caballero Morales, Gabriel",book,,,huitepec,,"Clases sociales y grupos étnicos en San Antonio Huitepec, Oaxaca. Etnolingüística, 49",,,,,,,,,313894,Spanish [spa],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""313894"", ""lgcode"": ""Huitepec Mixtec [mxs] (computerized assignment from \""huitepec\"")""}",,"Huitepec Mixtec [mxs] (computerized assignment from ""huitepec"")",,,16,197,wordlist_or_less,"Caballero Morales, Gabriel 1982",,,,,,,197,197,219707,"Departamento General de Educación Indígena, Secretaría de Educación Pública e Instituto Nacional Indigenista, México",,Cuadernos de Información y Divulgación para Maestros Bilingües,otomanguean#Mixtec18,,,,"Clases sociales y grupos étnicos en San Antonio Huitepec, Oaxaca. Etnolingüística, 49",,,,1982,1982
México,"Caballero Morales, Gabriel",book,,,,,"Clases sociales y grupos étnicos en San Antonio Huitepec, Oaxaca",,,,,,,,,18180,Spanish [spa],,,"{""src"": ""hh"", ""hhtype"": ""ethnographic"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""18180"", ""lgcode"": ""Huitepec Mixtec [mxs]""}",,Huitepec Mixtec [mxs],North America,,13,197,wordlist_or_less,"Caballero Morales, Gabriel 1962",,,,,,,197,197,219706,Cuadernos de Información y Divulgación para Maestros Bilingües,,Etnolingüistica,hh#e:Caballero:Huitepec-Mixtec,,,,"Clases sociales y grupos étnicos en San Antonio Huitepec, Oaxaca",,,49,1962,1962
Dallas,"Merrifield, William R.",book,,phonology,,,Studies in Otomanguean phonology,Microfiche ed.,"Merrifield, William R.",,,,,,,118762,English [eng],,,"{""mpifn"": ""otomanguean_merrifield1977_o.pdf"", ""macro_area"": ""North America"", ""glottolog_ref_id"": ""118762"", ""lgcode"": ""Chiquihuitl\u00e1n Mazatec [maq], San Marcos Tlalcoyalco Popoloca [pls], Pe\u00f1oles Mixtec [mil], Silacayoapan Mixtec [mks], Copala Triqui [trc], San Juan Guelav\u00eda Zapotec [zab], Choapan Zapotec [zpc]"", ""document_type"": ""2 MF"", ""otomanguean_heading"": ""General"", ""class_loc"": ""PM3015"", ""sil_id"": ""15239"", ""hhtype"": ""phonology (computerized assignment from \""phonology\"")"", ""src"": ""mpieva, otomanguean, sil16"", ""fn"": ""north_america/merrifield_otomanguean1977_o.pdf"", ""country"": ""Mexico [MX]""}",,"Chiquihuitlán Mazatec [maq], San Marcos Tlalcoyalco Popoloca [pls], Peñoles Mixtec [mil], Silacayoapan Mixtec [mks], Copala Triqui [trc], San Juan Guelavía Zapotec [zab], Choapan Zapotec [zpc]",North America,,4,27,phonology_or_text,"Merrifield, William R. 1977",,,,,,,v+180,185,213740,Summer Institute of Linguistics and the University of Texas at Arlington,,Summer Institute of Linguistics Publications in Linguistics,"mpieva#Merrifield1977Studiesi, otomanguean#General58, sil16#15239",,Phonological descriptions [PHD],"Indians of Mexico–Languages, Indians of Central America–Languages, Indians of Mexico–Languages – Indians of Central America–Languages",Studies in Otomanguean phonology,,"http://www.sil.org/acpub/repository/15239_front.pdf, http://www.sil.org/acpub/repository/15239.pdf",54,1977,1977
Dordrecht,"Merrifield, William R.",incollection,Grammars for number names,languages,,,Number names in four languages of Mexico,,H. Brandt Corstius,,,,,,,57848,English [eng],,,"{""hhtype"": ""comparative (computerized assignment from \""languages\"")"", ""glottolog_ref_id"": ""57848"", ""lgcode"": ""Chol [ctu], San Miguel El Grande Mixtec [mig], Mezquital Otomi [ote], Central Tarahumara [tar]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""11714"", ""country"": ""Mexico [MX]""}",,"Chol [ctu], San Miguel El Grande Mixtec [mig], Mezquital Otomi [ote], Central Tarahumara [tar]",North America,,8,3,wordlist_or_less,"Merrifield, William R. 1968",,,,,,,91-102,12,213722,Reidel,,,sil16#11714,,Numerals [NUM],,Number names in four languages of Mexico,,,,1968,1968
"Berlin, New York","Merrifield, William R. and Stoudt, Betty J.",article,,structure;clause,,,Molinos Mixtec Clause Structure,,,,,,,,,154391,English [eng],,Linguistics,"{""hhtype"": ""grammar_sketch (computerized assignment from \""structure;clause\"")"", ""doi"": ""10.1515/ling.1967.5.32.58"", ""sil_id"": ""11730"", ""glottolog_ref_id"": ""154391"", ""lgcode"": ""San Miguel El Grande Mixtec [mig]"", ""src"": ""degruyter, otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""issn"": ""0024-3949"", ""country"": ""Mexico [MX]""}",,San Miguel El Grande Mixtec [mig],North America,,1,21,grammar_sketch,"Merrifield, William R. and Stoudt, Betty J. 1967",,,,32,,,58-78,21,213715,Walter de Gruyter,,,"degruyter#/j/ling.1967.5.issue-32/ling.1967.5.32.58/ling.1967.5.32.58.xml, otomanguean#Mixtec221, sil16#11730",,Clauses [CLS],,Molinos Mixtec Clause Structure,,http://www.degruyter.com/view/j/ling.1967.5.issue-32/ling.1967.5.32.58/ling.1967.5.32.58.xml,5,1967,1967
,"García Mejía, Griselda",mastersthesis,,,,,"Las cláusulas de complemento en el tu'un²³ sa²bi³ de San Pedro Jicayán, Oaxaca",,,,,,,,,318992,Spanish [spa],,,"{""cfn"": ""north_america\\garcia_san-pedro-jicayan2012.pdf"", ""hhtype"": ""grammar_sketch;specific_feature"", ""delivered"": ""north_america\\garcia_san-pedro-jicayan2012.pdf"", ""glottolog_ref_id"": ""318992"", ""lgcode"": ""Mixtec San Pedro Jicayan = Mixtec-Pinotepa Nacional [mio]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\garcia_san-pedro-jicayan2012.pdf"", ""besttxt"": ""ptxt2\\north_america\\garcia_san-pedro-jicayan2012.txt""}",,Mixtec San Pedro Jicayan = Mixtec-Pinotepa Nacional [mio],North America,,1,127,grammar_sketch,"García Mejía, Griselda 2012",,,,,,,xvi+237,253,212502,,Ciudad de México: Centro de Investigaciones y Estudios Superiores en Antropología Social,,hh#styp:Garcia:Mixteco-San-Pedro-Jicayan,,,,"Las cláusulas de complemento en el tu'un²³ sa²bi³ de San Pedro Jicayán, Oaxaca",,,,2012,2012
,"Meacham, Michael",misc,,,chalcatongo,,A Summary of Chalcatongo Mixtec Tone in Nominal Compounds,,,,,,,Ms.,,301530,English [eng],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""301530"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""chalcatongo\"")""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""chalcatongo"")",,,16,0,wordlist_or_less,"Meacham, Michael 1990",,,,,,,,,211199,,,,otomanguean#Mixtec215,,,,A Summary of Chalcatongo Mixtec Tone in Nominal Compounds,,,,1990,1990
,"McKendry, Inga",mastersthesis,,,,,Two studies of Mixtec languages,,,,C14IHQAACAAJ,,,,,161921,English [eng],,,"{""hhtype"": ""grammar_sketch"", ""glottolog_ref_id"": ""161921"", ""lgcode"": ""Mitlatongo Mixtec [vmm], Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""hh, sil16"", ""oclc"": ""50126347"", ""macro_area"": ""North America"", ""sil_id"": ""42644"", ""country"": ""Mexico [MX]""}",,"Mitlatongo Mixtec [vmm], Southeastern Nochixtlán Mixtec [mxy]",North America,,1,70,grammar_sketch,"McKendry, Inga 2001",,,,,,,ix+130,139,210730,,University of North Dakota,,"hh#s:McKendry:Mixtec, sil16#42644",,Grammatical descriptions [GRD],,Two studies of Mixtec languages,,,,2001,2001
,"McKendry, Inga",phdthesis,,,,,"Tonal Association, Prominence and Prosodic Structure in South-eastern Nochixtlán Mixtec",,,,,,,,,319983,English [eng],,,"{""cfn"": ""north_america\\mckendry_mixtec2013.pdf"", ""hhtype"": ""phonology;text"", ""besttxt"": ""ptxt2\\north_america\\mckendry_mixtec2013.txt"", ""glottolog_ref_id"": ""319983"", ""lgcode"": ""Southeastern Nochixtl\u00e1n Mixtec [mxy]"", ""src"": ""hh"", ""macro_area"": ""North America"", ""fn"": ""north_america\\mckendry_mixtec2013.pdf"", ""country"": ""Mexico [MX]""}",,Southeastern Nochixtlán Mixtec [mxy],North America,,4,218,phonology_or_text,"McKendry, Inga 2013",,,,,,,435,435,210727,,University of Edinburgh,,hh#phont:McKendry:Mixtec,,,,"Tonal Association, Prominence and Prosodic Structure in South-eastern Nochixtlán Mixtec",,,,2013,2013
,"Martínez Cruz, Juventino e Isidoro Santiago Ojeda",book,,,yosondua,,"Frases útiles en mixteco y en español, Santiago Yosondúa, Oaxaca",,,,,,,,,313447,Spanish [spa],,,"{""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec"", ""glottolog_ref_id"": ""313447"", ""lgcode"": ""Yosond\u00faa Mixtec [mpm] (computerized assignment from \""yosondua\"")""}",,"Yosondúa Mixtec [mpm] (computerized assignment from ""yosondua"")",,,16,54,wordlist_or_less,"Martínez Cruz, Juventino e Isidoro Santiago Ojeda 1980",,,,,,,54,54,206587,Instituto Lingüístico de Verano,,,otomanguean#Mixtec210,,,,"Frases útiles en mixteco y en español, Santiago Yosondúa, Oaxaca",,,,1980,1980
Tlalpan,"Marlett, Cathy Moser de",book,,vocabulario,alacatlatzala,,"Vocabulario de palabras que se relacionan con el maíz en mixteco de Alacatlatzala, Guerrero Nôô tutu yóßo vâxi tôßon ña káßân xâßâ ndá chiño kísa yó xíßín nônî",,,,,,,,,62777,Spanish [spa],,,"{""class_loc"": ""PM4413"", ""mpifn"": ""mixteco_marlett2006_s.pdf"", ""hhtype"": ""wordlist (computerized assignment from \""vocabulario\"")"", ""lgcode"": ""Alacatlatzala Mixtec [mim] (computerized assignment from \""alacatlatzala\"")"", ""glottolog_ref_id"": ""62777"", ""fnnote"": ""pdf, 794 KB"", ""src"": ""mpieva"", ""document_type"": ""CF"", ""macro_area"": ""North America"", ""fn"": ""south_america/marlett_mixteco2006_s.pdf""}",,"Alacatlatzala Mixtec [mim] (computerized assignment from ""alacatlatzala"")",North America,,7,79,wordlist_or_less,"Marlett, Cathy Moser de 2006",,,,,,,79,79,205564,"Instituto Lingüístico de Verano, A.C.",,,mpieva#Marlett2006Vocabula,,,,"Vocabulario de palabras que se relacionan con el maíz en mixteco de Alacatlatzala, Guerrero Nôô tutu yóßo vâxi tôßon ña káßân xâßâ ndá chiño kísa yó xíßín nônî",,http://www.sil.org/Mexico/mixteca/alacatlatzala/L055c-VocabMaiz_Leer-mim.pdf,,2006,2006
,"Marlett, Stephen A.",misc,,,,,Nasalization in Huajuapan Mixtec,,,,,,,"Work Papers of the Summer Institute of Linguistics, University of North Dakota Session 38, pp. 122-24",,134367,,,"Work Papers of the Summer Institute of Linguistics, University of North Dakota Session","{""sil_id"": ""34954"", ""glottolog_ref_id"": ""134367"", ""lgcode"": ""Cacaloxtepec Mixtec [miu]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Cacaloxtepec Mixtec [miu],North America,,16,3,wordlist_or_less,"Marlett, Stephen A. 1994",,,,,,,122-24,3,205544,,,,"otomanguean#Mixtec207, sil16#34954",,Nasalization [NAS],,Nasalization in Huajuapan Mixtec,,,38,1994,1994
,"Mak, Cornelia",article,,,,,A unique tone perturbation in Mixteco,,,,,,,,,117921,,,International journal of American linguistics,"{""omnote"": ""[mixteco de San Miguel el Grande]"", ""sil_id"": ""11557"", ""glottolog_ref_id"": ""117921"", ""lgcode"": ""San Miguel El Grande Mixtec [mig]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,San Miguel El Grande Mixtec [mig],North America,,16,5,wordlist_or_less,"Mak, Cornelia 1950",,,,2,,,82-86,5,202599,,,,"otomanguean#Mixtec195, sil16#11557",,Tone [TON],,A unique tone perturbation in Mixteco,,,16,1950,1950
,"Mak, Cornelia",article,,,,,The tonal system of a third Mixtec dialect,,,,7SFWNQAACAAJ,,,,,9624,English [eng],,International journal of American linguistics,"{""omnote"": ""[mixteco de Santo Tom\u00e1s Ocotepec]"", ""sil_id"": ""11559"", ""glottolog_ref_id"": ""9624"", ""lgcode"": ""Ocotepec Mixtec [mie]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,Ocotepec Mixtec [mie],North America,,16,10,wordlist_or_less,"Mak, Cornelia 1958",,,,1,,,61-70,10,202598,,,,"otomanguean#Mixtec197, sil16#11559",,Tone [TON],,The tonal system of a third Mixtec dialect,,,24,1958,1958
,"Mak, Cornelia",article,,,,,Picturesque Mixtec talk,,,,,,,,,159093,,,Tlalocan,"{""sil_id"": ""21624"", ""glottolog_ref_id"": ""159093"", ""lgcode"": ""Ocotepec Mixtec [mie]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Ocotepec Mixtec [mie],North America,,16,10,wordlist_or_less,"Mak, Cornelia 1977",,,,,,,105-14,10,202597,,,,sil16#21624,,Language texts [LTX],,Picturesque Mixtec talk,,,7,1977,1977
,"Mak, Cornelia",article,,comparison,tonemic,,A comparison of two Mixtec tonemic systems,,,,,,,,,314198,English [eng],,International journal of American linguistics,"{""omnote"": ""[mixteco de San Est\u00e9ban Atatlahuca y San Miguel el Grande]"", ""hhtype"": ""comparative (computerized assignment from \""comparison\"")"", ""glottolog_ref_id"": ""314198"", ""lgcode"": ""Metlat\u00f3noc Mixtec [mxv] (computerized assignment from \""tonemic\"")"", ""src"": ""otomanguean"", ""otomanguean_heading"": ""Mixtec""}",,"Metlatónoc Mixtec [mxv] (computerized assignment from ""tonemic"")",,,8,16,wordlist_or_less,"Mak, Cornelia 1953",,,,2,,,85-100,16,202595,,,,otomanguean#Mixtec196,,,,A comparison of two Mixtec tonemic systems,,,19,1953,1953
,"Mak, Cornelia",article,,,,,Mixtec medical beliefs and practices,,,,,,,,,145629,English [eng],,América Indígena,"{""hhtype"": ""ethnographic"", ""glottolog_ref_id"": ""145629"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib], Ocotepec Mixtec [mie], San Miguel El Grande Mixtec [mig]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""11560"", ""country"": ""Mexico [MX]""}",,"Atatláhuca Mixtec [mib], Ocotepec Mixtec [mie], San Miguel El Grande Mixtec [mig]",North America,,13,9,wordlist_or_less,"Mak, Cornelia 1959",,,,,,,125-50,26,202594,,,,sil16#11560,,Ethnography [ETN],,Mixtec medical beliefs and practices,,,19,1959,1959
,"Mak, Cornelia",article,,,,,Maguey tapping in the highland Mixteco,,,,,,,,,72275,English [eng],,Tlalocan,"{""sil_id"": ""21623"", ""glottolog_ref_id"": ""72275"", ""lgcode"": ""Ocotepec Mixtec [mie]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""country"": ""Mexico [MX]""}",,Ocotepec Mixtec [mie],North America,,16,5,wordlist_or_less,"Mak, Cornelia 1977",,,,,,,115-19,5,202593,,,,sil16#21623,,"Ethnography [ETN], Language texts [LTX]",,Maguey tapping in the highland Mixteco,,,7,1977,1977
,"Mak, Cornelia",article,,comparison,,,A comparison of two tonemic systems,,,,9sIvcAAACAAJ,,,,,9871,English [eng],,International Journal of American Linguistics,"{""hhtype"": ""comparative (computerized assignment from \""comparison\"")"", ""glottolog_ref_id"": ""9871"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib], San Miguel El Grande Mixtec [mig]"", ""src"": ""sil16"", ""macro_area"": ""North America"", ""sil_id"": ""11558"", ""country"": ""Mexico [MX]""}",,"Atatláhuca Mixtec [mib], San Miguel El Grande Mixtec [mig]",North America,,8,8,wordlist_or_less,"Mak, Cornelia 1953",,,,,,,85-100,16,202591,,,,sil16#11558,,Comparative and historical studies [CHL],,A comparison of two tonemic systems,,,19,1953,1953
,"Mak, Cornelia",article,,,,,Estudio comparativo de dos dialectos mixtecos,,,,,,,,,160661,Portuguese [por],,El México antiguo,"{""omnote"": ""[mixteco de Ocotepec, Atatlahuca, San Miguel el Grande]"", ""sil_id"": ""11561"", ""glottolog_ref_id"": ""160661"", ""lgcode"": ""Atatl\u00e1huca Mixtec [mib], San Miguel El Grande Mixtec [mig]"", ""src"": ""otomanguean, sil16"", ""macro_area"": ""North America"", ""otomanguean_heading"": ""Mixtec"", ""country"": ""Mexico [MX]""}",,"Atatláhuca Mixtec [mib], San Miguel El Grande Mixtec [mig]",North America,,16,6,wordlist_or_less,"Mak, Cornelia 1961",,,,,,,577-588,12,202590,,,,"otomanguean#Mixtec198, sil16#11561",,Comparative and historical studies [CHL],,Estudio comparativo de dos dialectos mixtecos,,,9,1961,1961
,"Macaulay, Monica",misc,,evidence,chalcatongo,,Negation and Mood in Mixtec: Evidence from Chalcatongo,,,,,,,Anthropological Linguistics 32.3-4: 211-227,,177257,English [eng],,Anthropological Linguistics,"{""omnote"": ""(Published December 1992.)"", ""hhtype"": ""comparative (computerized assignment from \""evidence\"")"", ""glottolog_ref_id"": ""177257"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""chalcatongo\"")"", ""src"": ""otomanguean, zurich"", ""zurichcode"": ""Chalcatongo Mixtec"", ""otomanguean_heading"": ""Mixtec""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""chalcatongo"")",,,8,17,wordlist_or_less,"Macaulay, Monica 1990",,,,3-4,,,211-227,17,200326,,,,"otomanguean#Mixtec184, zurich#Macaulay1990",,,,Negation and Mood in Mixtec: Evidence from Chalcatongo,,,32,1990,1990
,"Macaulay, Monica",misc,,structure,chalcatongo,,Argument Status and Constituent Structure in Chalcatongo Mixtec,,,,,,,"Proceedings of the Nineteenth Annual Meeting of the Berkeley Linguistics Society, Special Session on Syntactic Issues in Native American Languages, pp. 73-85",,177427,English [eng],,Berkeley Linguistic Society,"{""hhtype"": ""grammar_sketch (computerized assignment from \""structure\"")"", ""glottolog_ref_id"": ""177427"", ""lgcode"": ""San Miguel El Grande Mixtec [mig] (computerized assignment from \""chalcatongo\"")"", ""src"": ""otomanguean, zurich"", ""zurichcode"": ""Chalcatongo Mixtec"", ""otomanguean_heading"": ""Mixtec""}",,"San Miguel El Grande Mixtec [mig] (computerized assignment from ""chalcatongo"")",,,1,13,grammar_sketch,"Macaulay, Monica 1993",,,,,,,73-85,13,200310,,,,"otomanguean#Mixtec186, zurich#Macaulay1993-1",,,,Argument Status and Constituent Structure in Chalcatongo Mixtec,,,19 S,1993,1993
