ID	Village_Name	Village_Name_Alternative	Family	Subgroup	Municipality	State	Latitude	Longitude	ISO639P3code	Glottocode	Glottolog_Name	Glottolog_Level	Glottolog_Super	Glottolog_Subgroup	Glottolog_Latitude	Glottolog_Longitude	josserand_group	Josserand_Subgroup	Josserand_Code	Inali_Subgroup	Inali_Endonym_Ort	Inali_Endonym_Ipa	Egland_Name	Egland_Perc	Egland_Level	Egland_Super	Mtree_Name	Mtree_Code	Mtree_Codealt	Mtree_Latitude	Mtree_Longitude	Mtree_Comments	Coordinate_Comparison	CLDF_Name	Village_Name_Normalized	Comments
	Barranca Obscura				Santiago Amoltepec	Oaxaca														mixteco de Santiago Amoltepec	tnu'u ñuu savi	[tnũʔũ nũʔũ saβi]												BarrancaObscura	barranca obscura	
	Barranca Ocotera				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												BarrancaOcotera	barranca ocotera	
	Barranca Pobre (Rancho de Guadalupe) [Yuvi Tia Nda’vi]				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												BarrancaPobreRanchoGuadalupe[YuviTiaNda'vi]	barranca pobre (rancho de guadalupe) [yuvi tia nda'vi]	
	Barranca Rica				Santiago Amoltepec	Oaxaca														mixteco de Santiago Amoltepec	tnu'u ñuu savi	[tnũʔũ nũʔũ saβi]												BarrancaRica	barranca rica	
	Barranca Salada				San Jerónimo Xayacatlán	Puebla														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												BarrancaSalada	barranca salada	
	Barranca Tecoani				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												BarrancaTecoani	barranca tecoani	
	Barranca Tecolote				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												BarrancaTecolote	barranca tecolote	
	Barranca Tigre				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												BarrancaTigre	barranca tigre	
	Barranca Torcida				San Sebastián Tecomaxtlahuaca	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												BarrancaTorcida	barranca torcida	
	Barrilito				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												Barrilito	barrilito	
	Barrio Chico				Santa María Huazolotitlán	Oaxaca														mixteco de Santa María Huazolotitlán	to’on savi	[tõʔõ saβi]												BarrioChico	barrio chico	
	Barrio Chico				Zapotitlán Palmas	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioChico	barrio chico	
	Barrio Chico				San Pedro Atoyac	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioChico	barrio chico	
	Barrio Chico				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioChico	barrio chico	
	Barrio de Chabacano				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												BarrioChabacano	barrio de chabacano	
	Barrio de Guadalupe				Acatlán	Puebla														mixteco del suroeste de Puebla	da’an davi ~ de’e dau	[ðãʔã ðaβi] ~ [ðeʔe ðau]												BarrioGuadalupe	barrio de guadalupe	
	Barrio de Guadalupe				Ixpantepec Nieves	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioGuadalupe	barrio de guadalupe	
	Barrio de Guadalupe				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												BarrioGuadalupe	barrio de guadalupe	
	Barrio de la Cruz				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												BarriolaCruz	barrio de la cruz	
	Barrio de la Guadalupe				San Miguel Tlacamama	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												BarriolaGuadalupe	barrio de la guadalupe	
	Barrio de la Playa (Tololote)				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												BarriolaPlayaTololote	barrio de la playa (tololote)	
	Barrio de la Providencia				Silacayoapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarriolaProvidencia	barrio de la providencia	
	Barrio de las Flores				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarriolasFlores	barrio de las flores	
	Barrio de los Herrera				San Miguel Tlacamama	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												BarriolosHerrera	barrio de los herrera	
	Barrio de San Juan				Totoltepec de Guerrero	Puebla														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												BarrioSanJuan	barrio de san juan	
	Barrio de San Juan				Ixpantepec Nieves	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioSanJuan	barrio de san juan	
	Barrio de San Marcos				Alpoyeca	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												BarrioSanMarcos	barrio de san marcos	
	Barrio de San Martín (Palera)				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												BarrioSanMartinPalera	barrio de san martin (palera)	
	Barrio de Santa Cruz				San Miguel Huautla	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												BarrioSantaCruz	barrio de santa cruz	
	Barrio del Calvario				San Bartolo Soyaltepec	Oaxaca														mixteco del noreste bajo	tu’un savi	[tũʔũ saβi]												BarrioCalvario	barrio del calvario	
	Barrio del Carmen (La Piedra Chimeca)				San Francisco Tlapancingo	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioCarmenLaPiedraChimeca	barrio del carmen (la piedra chimeca)	
	Barrio del CBTA.				Santiago Pinotepa Nacional	Oaxaca														mixteco del oeste de la costa	tu’un savi	[tũʔũ saβi]												BarrioCBTA.	barrio del cbta.	
	Barrio del Gavilán				Santiago del Río	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioGavilan	barrio del gavilan	
	Barrio del Perú				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												BarrioPeru	barrio del peru	
	Barrio El Barrero				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												BarrioElBarrero	barrio el barrero	
	Barrio El Socorrito				Alpoyeca	Guerrero														mixteco de Guerrero del norte	tu’un savi	[tũʔũ saβi]												BarrioElSocorrito	barrio el socorrito	
	Barrio Espinal				San Martín Peras	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												BarrioEspinal	barrio espinal	
	Barrio Grande				Santa María Huazolotitlán	Oaxaca														mixteco de Santa María Huazolotitlán	to’on savi	[tõʔõ saβi]												BarrioGrande	barrio grande	
	Barrio Grande				Zapotitlán Palmas	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioGrande	barrio grande	
	Barrio Grande				San Pedro Atoyac	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioGrande	barrio grande	
	Barrio Grande				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												BarrioGrande	barrio grande	
	Barrio Grande				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioGrande	barrio grande	
	Barrio Guadalupe				San Martín Peras	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												BarrioGuadalupe	barrio guadalupe	
	Barrio Guadalupe				San Mateo Nejapam	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioGuadalupe	barrio guadalupe	
	Barrio Guadalupe				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												BarrioGuadalupe	barrio guadalupe	
	Barrio Guadalupe				San Miguel Achiutla	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												BarrioGuadalupe	barrio guadalupe	
	Barrio Ignacio Ramírez				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												BarrioIgnacioRamirez	barrio ignacio ramirez	
	Barrio Independencia (Colonia Nueva)				Tezoatlán de Segura y Luna	Oaxaca														mixteco del noroeste medio	dedavi ~ tu’un savi	[dedaβi] ~ [tũʔũ saβi]												BarrioIndependenciaColoniaNueva	barrio independencia (colonia nueva)	
	Barrio Itundua				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												BarrioItundua	barrio itundua	
	Barrio la Garita				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												BarriolaGarita	barrio la garita	
	Barrio Libertad				Zapotitlán Palmas	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioLibertad	barrio libertad	
	Barrio Llano Abajo				Santa María Texcatitlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												BarrioLlanoAbajo	barrio llano abajo	
	Barrio Miramar				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioMiramar	barrio miramar	
	Barrio Norte				Cosoltepec	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												BarrioNorte	barrio norte	
	Barrio Ñucahua				Santa María Huazolotitlán	Oaxaca														mixteco de Santa María Huazolotitlán	to’on savi	[tõʔõ saβi]												BarrioNucahua	barrio nucahua	
	Barrio Nuevo				Azoyú	Guerrero														mixteco de Guerrero de la costa este	tu’un savi	[tũʔũ saβi]												BarrioNuevo	barrio nuevo	
	Barrio Nuevo Tres				Ayutla de los Libres	Guerrero														mixteco de Ayutla	tu’un savi	[tũʔũ saβi]												BarrioNuevoTres	barrio nuevo tres	
	Barrio San Isidro				Coicoyán de las Flores	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												BarrioSanIsidro	barrio san isidro	
	Barrio San Isidro				San Antonio Sinicahua	Oaxaca														mixteco de San Antonio Sinicahua	tu’un savi	[tũʔũ saβi]												BarrioSanIsidro	barrio san isidro	
	Barrio San Jacinto				Santiago Jamiltepec	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioSanJacinto	barrio san jacinto	
	Barrio San José				Coicoyán de las Flores	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												BarrioSanJose	barrio san jose	
	Barrio San José				Xochistlahuaca	Guerrero														mixteco de Xochistlahuaca	tu’un savi	[tũʔũ saβi]												BarrioSanJose	barrio san jose	
	Barrio San Nicolás				San Pedro Atoyac	Oaxaca														mixteco de Oaxaca de costa central baja	tu’un savi	[tũʔũ saβi]												BarrioSanNicolas	barrio san nicolas	
	Barrio San Sebastián				Santa Inés de Zaragoza	Oaxaca														mixteco de Santa Inés de Zaragoza	tnu’un davi	[tnũʔũ ðaβi]												BarrioSanSebastian	barrio san sebastian	
	Barrio Santa Cruz				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												BarrioSantaCruz	barrio santa cruz	
	Barrio Santa Cruz				Ixpantepec Nieves	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioSantaCruz	barrio santa cruz	
	Barrio Santa Lucía				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												BarrioSantaLucia	barrio santa lucia	
	Barrio Shuñuu				San Pedro Jicayán	Oaxaca														mixteco de Oaxaca de la costa central	tu’un savi	[tũʔũ saβi]												BarrioShunuu	barrio shunuu	
	Barrio Tanchii (Barrio Tanchi)				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												BarrioTanchiiBarrioTanchi	barrio tanchii (barrio tanchi)	
	Barrio Tecomavaca				San Juan Bautista Cuicatlán	Oaxaca														mixteco de Cañada bajo	tu’un savi	[tũʔũ saβi]												BarrioTecomavaca	barrio tecomavaca	
	Barrio Tejalpa				San Miguel Amatitlán	Oaxaca														mixteco del noroeste	tu’un savi	[tũʔũ saβi]												BarrioTejalpa	barrio tejalpa	
	Barrio Tierra Azul (Cuarta Sección)				San Miguel Tlacotepec	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BarrioTierraAzulCuartaSeccion	barrio tierra azul (cuarta seccion)	
	Benito Juárez				San Miguel El Grande	Oaxaca														mixteco del sur bajo	sahin sau	[sahin sau]												BenitoJuarez	benito juarez	
	Benito Juárez				San Esteban Atatlahuca	Oaxaca														mixteco del sur medio	tu’un savi	[tũʔũ saβi]												BenitoJuarez	benito juarez	
	Benito Juárez				Santa Catarina Yosonotú	Oaxaca														mixteco de Yosonotú	tu’un savi	[tũʔũ saβi]												BenitoJuarez	benito juarez	
	Benito Juárez				Santo Tomás Ocotepec	Oaxaca														mixteco de Sierra sur noroeste	tu’un savi	[tũʔũ saβi]												BenitoJuarez	benito juarez	
	Benito Juárez				Villa de Tututepec de Melchor Ocampo	Oaxaca														mixteco de Villa de Tututepec	tu’un savi	[tũʔũ saβi]												BenitoJuarez	benito juarez	
	Benito Juárez Yucunicoco				Santiago Juxtlahuaca	Oaxaca														mixteco del oeste alto	tu’un da’vi	[tũʔũ ðaʔβi]												BenitoJuarezYucunicoco	benito juarez yucunicoco	
	Boca de Olla Zaragoza				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												BocaOllaZaragoza	boca de olla zaragoza	
	Boquerón				San Miguel Huautla	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												Boqueron	boqueron	
	Brasil				Santa Cruz Xoxocotlán	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												Brasil	brasil	
	Buena Vista				Santiago Yosondúa	Oaxaca														mixteco de Yosondúa	sa’an sau	[sãʔã sau]												BuenaVista	buena vista	
	Buena Vista				Copanatoyac	Guerrero														mixteco de Coapanatoyac	tno’on sawi ~ tu’un savi	[tnõʔõ sawi] ~ [tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista				Santa Inés de Zaragoza	Oaxaca														mixteco de Santa Inés de Zaragoza	tnu’un davi	[tnũʔũ ðaβi]												BuenaVista	buena vista	
	Buena Vista				Santiago Tlazoyaltepec	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												BuenaVista	buena vista	
	Buena Vista				Metlatónoc	Guerrero														mixteco de Guerrero del este medio	tu’un Isasi ~ tu’un isavi ~ tu’un savi	[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista				Alcozáuca de Guerrero	Guerrero														mixteco de Guerrero del noreste central	tu’un savi	[tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista				San Agustín Tlacotepec	Oaxaca														mixteco de San Agustín Tlacotepec	tu’un savi	[tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista				San Antonio Huitepec	Oaxaca														mixteco de San Antonio Huitepec	tu’un savi	[tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista				San Cristóbal Amoltepec	Oaxaca														mixteco central	tu’un savi	[tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista				San Luis Acatlán	Guerrero														mixteco de San Luis Acatlán	tu’un savi	[tũʔũ saβi]												BuenaVista	buena vista	
	Buena Vista la Paz				San Pablo Tijaltepec	Oaxaca														mixteco de San Pablo Tijaltepec	tu’un savi	[tũʔũ saβi]												BuenaVistalaPaz	buena vista la paz	
	Buena Vista Tepantepec				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												BuenaVistaTepantepec	buena vista tepantepec	
	Buenavista				San Miguel Chicahua	Oaxaca														mixteco del noreste	da’an davi	[ðãʔã ðaβi]												Buenavista	buenavista	
	Buenavista				Santiago Chazumba	Oaxaca														mixteco de la frontera Puebla-Oaxaca	da’an davi	[ðãʔã ðaβi]												Buenavista	buenavista	
	Buenavista				San Juan Ñumi	Oaxaca														mixteco de Ñumi	sa'an savi ~ sa'an sau	[sãʔã saβi] ~ [sãʔã sau]												Buenavista	buenavista	
	Buenavista				Santiago Tilantongo	Oaxaca														mixteco del este central	tnu’un dau	[tnũʔũ ðau]												Buenavista	buenavista	
	Buenavista				San Sebastián Tecomaxtlahuaca	Oaxaca														mixteco del oeste	to’on savi	[tõʔõ saβi]												Buenavista	buenavista	
	Buenavista				San Andrés Ixtlahuaca	Oaxaca														mixteco bajo de Valles	tu’un dau	[tũʔũ ðau]												Buenavista	buenavista	
	Buenavista				San Antonio Sinicahua	Oaxaca														mixteco de San Antonio Sinicahua	tu’un savi	[tũʔũ saβi]												Buenavista	buenavista	
	Buenavista (Buenavista Yosuyúa)				Santa María Yosoyúa	Oaxaca														mixteco de Santa María Yosoyúa	tu’un savi	[tũʔũ saβi]												BuenavistaBuenavistaYosuyua	buenavista (buenavista yosuyua)	
	Buenavista de Allende (Buenavista)				Tecoanapa	Guerrero														mixteco de Guerrero de la costa occidental	tu’un savi	[tũʔũ saβi]												BuenavistaAllendeBuenavista	buenavista de allende (buenavista)	
	Buenavista de Juárez				Santa Cruz Itundujia	Oaxaca														mixteco de Santa Cruz Itundujia	tu’un savi	[tũʔũ saβi]												BuenavistaJuarez	buenavista de juarez	
	Buenavista El Naranjo				Santa Lucía Monteverde	Oaxaca														mixteco de Santa Lucía Monteverde	sasau	[sasau]												BuenavistaElNaranjo	buenavista el naranjo	
	Buenavista Estetla				Santa María Peñoles	Oaxaca														mixteco de Santa María Peñoles	tu’un savi	[tũʔũ saβi]												BuenavistaEstetla	buenavista estetla	
	Buenos Aires (Loma de Hueso)				San Juan Coatzóspam	Oaxaca														mixteco de Coatzóspam	tu’un davi	[tũʔũ ðaβi]												BuenosAiresLomaHueso	buenos aires (loma de hueso)	
	Buenos Aires (San Isidro Buenos Aires)				Cuyamecalco Villa de Zaragoza	Oaxaca														mixteco de Cañada central	tu’un savi	[tũʔũ saβi]												BuenosAiresSanIsidroBuenosAires	buenos aires (san isidro buenos aires)	
