id,village_name,village_name_alternative,municipality,state,latitude,longitude,isocode,glottocode,glottolog_name,glottolog_level,glottolog_super,glottolog_group,glottolog_latitude,glottolog_longitude,josserand_group,josserand_subgroup,josserand_code,inali_group,inali_endonym_ort,inali_endonym_ipa,egland_name,egland_perc,egland_level,egland_super,mtree_name,mtree_code,mtree_codealt,mtree_latitude,mtree_longitude,mtree_comments,coordinate.comparison,village_norm,Comments
NA,Buena Vista,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista,NA,Alcozáuca de Guerrero,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del noreste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista,NA,San Agustín Tlacotepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Agustín Tlacotepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista,NA,San Cristóbal Amoltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista,NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista,
NA,Buena Vista la Paz,NA,San Pablo Tijaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Pablo Tijaltepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista la paz,
NA,Buena Vista Tepantepec,NA,Santa María Peñoles,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa María Peñoles,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buena vista tepantepec,
NA,Buenavista,NA,San Miguel Chicahua,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista,NA,Santiago Chazumba,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista,NA,San Juan Ñumi,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Ñumi,sa'an savi ~ sa'an sau,[sãʔã saβi] ~ [sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista,NA,Santiago Tilantongo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este central,tnu’un dau,[tnũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista,NA,San Sebastián Tecomaxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista,NA,San Andrés Ixtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista,NA,San Antonio Sinicahua,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Sinicahua,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista,
NA,Buenavista (Buenavista Yosuyúa),NA,Santa María Yosoyúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa María Yosoyúa,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista (buenavista yosuyua),
NA,Buenavista de Allende (Buenavista),NA,Tecoanapa,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa occidental,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista de allende (buenavista),
NA,Buenavista de Juárez,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista de juarez,
NA,Buenavista El Naranjo,NA,Santa Lucía Monteverde,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Lucía Monteverde,sasau,[sasau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista el naranjo,
NA,Buenavista Estetla,NA,Santa María Peñoles,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa María Peñoles,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenavista estetla,
NA,Buenos Aires (Loma de Hueso),NA,San Juan Coatzóspam,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Coatzóspam,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenos aires (loma de hueso),
NA,Buenos Aires (San Isidro Buenos Aires),NA,Cuyamecalco Villa de Zaragoza,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buenos aires (san isidro buenos aires),
NA,Bugambilia Buenavista,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bugambilia buenavista,
NA,Bugambilia de Morelos,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bugambilia de morelos,
NA,Cabacuaa,NA,Magdalena Peñasco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabacuaa,
NA,Caballa,NA,Santiago Nuyoó,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caballa,
NA,Caballo Alazán,NA,Santa María Yucuhiti,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caballo alazan,
NA,Cabaña de los Tecolotes,NA,Tecoanapa,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero de la costa occidental,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabana de los tecolotes,
NA,Cabandihui,NA,Santiago Yosondúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosondúa,sa’an sau,[sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabandihui,
NA,Cabanee (Piedra Oscura),NA,San Esteban Atatlahuca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur medio,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabanee (piedra oscura),
NA,Cabayua,NA,San Juan Mixtepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabayua,
NA,Cabecera de Cañada,NA,Santiago Yosondúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosondúa,sa’an sau,[sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabecera de canada,
NA,Cabeza de Río,NA,Santa Lucía Monteverde,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Lucía Monteverde,sasau,[sasau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabeza de rio,
NA,Cabeza del Río,NA,San Cristóbal Amoltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cabeza del rio,
NA,Cacalotepec,NA,Xalpatláhuac,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del norte central,jnu’un sábi̠,[hnũʔũ sa˦βi˨],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cacalotepec,
NA,Cacique,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cacique,
NA,Cafetal Escondido,NA,San Luis Acatlán,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Luis Acatlán,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cafetal escondido,
NA,Caguani,NA,Tezoatlán de Segura y Luna,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste medio,dedavi ~ tu’un savi,[dedaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,caguani,
NA,Cahuañaña,NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cahuanana,
NA,Cahuatichi,NA,Santo Domingo Tonalá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santo Domingo Tonalá,to’on nda’vi,[tõʔõ ndaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cahuatichi,
NA,Cahuaya,NA,San Sebastián Tecomaxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cahuaya,
NA,Calihuala,NA,Calihuala,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste alto,tu’un da’vi,[tũʔũ ðaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calihuala,
NA,Calpanapa (Calpanapa El Viejo),NA,Metlatónoc,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Guerrero del este medio,tu’un Isasi ~ tu’un isavi ~ tu’un savi,[tũʔũ isasi] ~ [tũʔũ isaβi] ~ [tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,calpanapa (calpanapa el viejo),
NA,Camalotillo,NA,Villa de Tututepec de Melchor Ocampo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Villa de Tututepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,camalotillo,
NA,Camino a San Miguel,NA,Cuyamecalco Villa de Zaragoza,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Cañada central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,camino a san miguel,
NA,Camotinchan,NA,San Sebastián Ixcapa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,camotinchan,
NA,Campo de Aviación,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,campo de aviacion,
NA,Caña Muerta,NA,Santiago Ixtayutla,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Ixtayutla,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cana muerta,
NA,Cañada Aguacate,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada aguacate,
NA,Cañada Cangrejo,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada cangrejo,
NA,Cañada Cerro del Sol,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada cerro del sol,
NA,Cañada Chepiche,NA,Santa Inés de Zaragoza,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Inés de Zaragoza,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada chepiche,
NA,Cañada de Alba,NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de alba,
NA,Cañada de Alba (Ladera de Pájaro),NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de alba (ladera de pajaro),
NA,Cañada de Algodón,NA,Santa María Apazco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noreste,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de algodon,
NA,Cañada de Ceniza,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de ceniza,
NA,Cañada de Chiquihuite,NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de chiquihuite,
NA,Cañada de Curva,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de curva,
NA,Cañada de Duraznal,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de duraznal,
NA,Cañada de Espina,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de espina,
NA,Cañada de Espina Negra,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de espina negra,
NA,Cañada de Flor,NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de flor,
NA,Cañada de Galicia,NA,Santiago Yosondúa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Yosondúa,sa’an sau,[sãʔã sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de galicia,
NA,Cañada de Hielo,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de hielo,
NA,Cañada de Hielo,NA,Santa María Peñoles,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa María Peñoles,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de hielo,
NA,Cañada de Hierba,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de hierba,
NA,Cañada de Hierba Santa,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de hierba santa,
NA,Cañada de Iglesia,NA,Santo Domingo Nuxaá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de iglesia,
NA,Cañada de Lobo,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de lobo,
NA,Cañada de Mojonera,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de mojonera,
NA,Cañada de Morelos,NA,Chalcatongo de Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del sur bajo,sahin sau,[sahin sau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de morelos,
NA,Cañada de Palenque,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de palenque,
NA,Cañada de Timbre,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de timbre,
NA,Cañada de Yukcimil,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada de yukcimil,
NA,Cañada del Guayabo,NA,Xochistlahuaca,Guerrero,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Xochistlahuaca,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada del guayabo,
NA,Cañada del Tecolote,NA,San Simón Zahuatlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada del tecolote,
NA,Cañada del Totomoxtle,NA,San Sebastián Ixcapa,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Oaxaca de la costa noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada del totomoxtle,
NA,Cañada Estaca,NA,San Jerónimo Xayacatlán,Puebla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada estaca,
NA,Cañada Flores,NA,San Antonio Huitepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Antonio Huitepec,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada flores,
NA,Cañada Hoja Mano de León,NA,Santiago Tlazoyaltepec,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco bajo de Valles,tu’un dau,[tũʔũ ðau],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada hoja mano de leon,
NA,Cañada Lindavista (Calvario),NA,Santa Cruz Nundaco,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del suroeste central,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada lindavista (calvario),
NA,Cañada Mamey,NA,Mesones Hidalgo,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Sierra sur noroeste,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada mamey,
NA,Cañada Nuchi,NA,San Sebastián Tecomaxtlahuaca,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del oeste,to’on savi,[tõʔõ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada nuchi,
NA,Cañada Oriente Guerrero,NA,Santa Cruz Itundujia,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santa Cruz Itundujia,tu’un savi,[tũʔũ saβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada oriente guerrero,
NA,Cañada San Miguel,NA,San Jerónimo Xayacatlán,Puebla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de la frontera Puebla-Oaxaca,da’an davi,[ðãʔã ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada san miguel,
NA,Cañada Tepexquixtle,NA,Santo Domingo Tonalá,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de Santo Domingo Tonalá,to’on nda’vi,[tõʔõ ndaʔβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada tepexquixtle,
NA,Cañada Tierra Blanca,NA,Santiago Nundiche,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de oeste central,sa'an ntavi,[sãʔã ndaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada tierra blanca,
NA,Cañada Tierra Blanca,NA,San Juan Tamazola,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco de San Juan Tamazola,tnu’un davi,[tnũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada tierra blanca,
NA,Cañada Yundayaco,NA,Asunción Nochixtlán,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canada yundayaco,
NA,Cañaltepec,NA,San Pedro Coxcaltepec Cántaros,Oaxaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mixteco del este,tu’un davi,[tũʔũ ðaβi],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,canaltepec,
