Index,Verb,VerbClass,Spanish,Example,Verb.IMPF,Verb.PFV,Rest2
381,ndeta na,yv.i.,entrar (de arriba hacia abajo),Ni ndeta lá'o noo takuií. La rana entró al agua.,hab. ndéta na,progr. kondeta na;  ni ndeta na,"Véase keta na ndeviiná v. t. limpiar Ñó'o na ndévii ná ve'e na. Están limpiando su casa. Deriv. de vii [pres. ndévii ná; pas. ni ndevii ná] Var. ndiviiná ndeyíko na v. t. 1. poner (en orden) 2. arreglar (asuntos) Ndéyíko na tandó'ó ve'e chóon. Están arreglando el problema en la agencia municipal. Deriv. de yíko [pres. ndéyíko na; pas. ni ndeyíko na] Var. ndiyíko na ndi, pron. ¿qué ?, ¿cómo? ¿Ndi kaáon? ¿Qué me dijiste? Var. ndí, ní. ndi, part. 1. Forma parte de los nombres de ciertos animales; por ejemplo, ndikuii zorro; ndiyo'o colibrí; ndiyiyi caracol. 2. Se combina con adjetivos para describir una persona o animal; por ejemplo, ndixixi tonto; ndidó'ó sordo; ndinde'é comelón. ndiandii (Var. de ndindii) Sol ndía ví pron. ¡qué! (expresa admiración o asombro) ¡Ndía ví ndató ni tuu noo! ¡Qué bonito amanecer! Comp. de ndin, ví Var. ndeé ví ndichi adj. empinado, subido U'u ndava'o kokaa na, chi ndichi nda'o. Cuesta mucho subir, porque es muy empinado."
382,kandita ndichi na,yv.i.,NA,NA,NA,NA,"estar parados, pararse (sujeto plural)"
383,kuiin ndichi na,v.i.,NA,NA,NA,NA,"estar parado, pararse (sujeto singular) ndichí adj. 1. sabio ló iin taa ndichí kúú ti'a ndava'o ra keyíko ra sa'á ñayuu. Hay un hombre sabio que sabe cómo juzgar bien a las personas. 2. listo (para solucionar pleitos) Taa ndichí kúú rá, chi ná'á ndava'o ra ndi kadikí ra tandó'ó. Ti'a ra kava'a ra cháá ña'a to'ón xí'ín cháá ña'a ndaa, dá kandeé rá naá ra xí'ín ñayuu. Es un hombre listo que sabe solucionar con estrategia los pleitos o problemas. Sabe cómo mezclar la mentira con la verdad para ganar."
384,kundí'í ñá,v.i.,NA,NA,NA,NA,ponerse morado
385,ndundíka ña,v.i.,NA,NA,NA,NA,"hacerse ancho, ensancharse, extenderse"
386,kundikí,v.i.,NA,NA,NA,NA,llegar (la madrugada)
387,xíni ndi ki'o ví interj. Indica admiración. ndiko na 1.,y.t.,hacer (tortillas),ṢÁ ndíko ní dita? ¿Está haciendo tortillas? 2.v. t. moler Dá ni ndiko na yá'a noó yodó. Entonces molió chile en el metate. 3.v.i estar molido Tayá'á ni ndiko kúú rá. Es salsa molida.,ndíko na,ni ndiko na,
388,dándiko na,v.t.,NA,NA,NA,NA,enfriar
389,ndiko ini na,v.i.,"1. ventilarse, refrescarse, descansar (bajo sombra)","Ná ndiko ini na dá ko'on na choon. Que se refresque del calor, luego va al mandado. 2. tranquilizarse Ni ndiko va ini na, ko káryíí ka na. Ya se tranquilizó, ya no está enojado. Comp. de ndiko ña, ini,",ndiko ini na,ni ndiko ini na,
390,ndikúti ña,y.i.,estar adornado,"Ko'on na kuiin na tuti kolór ndikúti ve'e eskuelá, chi koo víko. Van a comprar papel de color para adornar (lit. estará adornada) la escuela porque va a haber fiesta.",ndíkúti ñá,ni ndikúti ñá,
392,ndinoo ini na,v.i.,NA,NA,NA,NA,"estar satisfecho, (de comer), llenarse (de comida) ¿Á ndinoo ini ní ni sasá'an ní? ¿Está"
393,ndio ña,v.i.,voltearse,"Nákaa iin kóo noñó'o tatái, kúú ni ndio va kóo ñoó. En el terreno de mi papá está una cerca de piedras y se cayó (lit. se volteó).",ndió ña,ni ndio ña,Sinón. nandió kao ña 4 dándió na v. t hacer que voltee
394,nandió né'e na,v.t.,voltear ndio ña v.i partirse,Ni ndio xíxio dini vé'e koladó ndu'u. Se partió mucho el colado de nuestro techo.,ndío ña,ni ndio ña,
395,koo ndio na,v.i.,NA,NA,NA,NA,estar sentado (recargado hacia atrás o mirando hacia arriba)
396,dákuá'ano na,v.t.,1. cultivar (planta),Katoó na dákuá'ano na ita. A ella le gusta cultivar flores. 2. criar Ni dakuá'ano na de'e kuálí na. Ellos criaron a sus hijos. Deriv. de kua'ano na,dákuá'ano na,ni dakuá'ano na,
397,dákua'ánó na,y.t.,"estrangular, ahogar",Ndéi ta xí'i naá ra ta ni dakuá'ánó tá!an ra. Los borrachos estaban peleando y se trataban de extrangularse el uno al otro. Deriv. de kua'ánó ná,dákua'ánó na,ni dakuá'ánó ná,
398,dákuáchi na,y.t.,"partir (en pedazos), despedazar",Ni dakuáchi na títo xí'ín achá. Partieron la leña con el hacha.,dákuáchi na,ni dakuáchi na,
399,dákuáchi kuálí ná,v.t.,"picar (en pedazos), descuartizar, despedazar",Káa uu tavi'índái tído ni kexíxi na ni dakuáchi kuálí ná ra. Tenía dos nopales y unas personas vinieron a hacer maldad: los despedazaron.,dákuáchi kuálí ná,ni dakuáchi kuálí ná,
400,dákuído na,v.t.,1. hacer que cargue,"Ni dakuío na títo sata iin kuéi. Ellos hicieron que el caballo cargara la leña. 2. acusar A sa kánóon sakuaá, dá chi dákuído na yo'ó iin kuachi naá. No andes de noche, porque te pueden acusar de un delito que no has cometido. Deriv. de kuido na",dákuío na,ni dakuío na,Var. dákuío na dákuido ini na y. t. enojar (a otra persona) Deriv. de kuido ini na [pres. dákuido ini na; pas. ni dakuído ini na]
401,dákuií na,v.t.,quitar (uno por uno),Ná dákuií yo ndio ta nataán va'a yó ña ini ndo'o. Vamos a quitar los guajes uno por uno y guardarlos en una tenate.,dákuií na,ni dakuií na,
402,dákui'ino na,v.t.,1. poner (vestido o camisa a otra persona),Kóni dákui'inoi xi do'ono xí. Quiero ponerle su vestido a ella. 2. vestir (a otra persona) Dákui'ino na dá'on de'e na. Ella viste a su hijo.,dákui'ino na,ni dakuí'ino na,Véase kani'ino na
403,ndió koo na,y.i.,regresar (sujeto singular) —¿,"Ndá oon ndió koo yo!ó? —Tixi sa'on kuu dá ndió koo yu'u, dá chi ko ió va'a ta'on ini nanái, chi ni kandoo tó'ón vá ná ve'i. —¿Cuándo regresas? —Dentro de quince días regreso porque mi mamá no se siente bien y se quedó sola en mi casa.",ndió koo na,ni ndió koo na,Véase ndió kuéi na
404,nandió koo na,v.i.,NA,"regresar, volver (sujeto singular) ndió koo ini na y. i. arrepentirse (sujeto singular)",ndió kóo ini na,ni ndió kóo ini na,Sinón. nandió koo ini na Véase ndió kuéi ini na 4 nandió koo ini na v. i. arrepentirse (sujeto singular)
405,ndió kuéi na,yv.i.,NA,regresar (sujeto plural),ndió kuéi na,ni ndió kuéi na,Véase ndió koo na
406,kendisa na,v.£,NA,NA,NA,NA,cumplir (su palabra)
407,kendúsá'ano na,y.t.,NA,NA,NA,NA,hacer (lo correcto)
408,kanoo ndita na,v.i.,NA,NA,NA,NA,andar (sin comer)
409,ko'o ndita na,v.t.,NA,NA,beber (en ayunas) ndíta na ( de kandita na») están parados ndíta'i ní kuu (Var. de náta'i ní kuu) comoquiera ndíta na noo ná (pres. de kandita na noo ná) están (en lugar de),NA,representan ndíta ndaa na (pres. de kandita ndaa na) están parados (rectos); son bien firmes (de carácter)
410,ndoko ña,v.i.,"marchitarse, pudrirse (calabaza y chilacayote por una plaga)","Ni daná'a ndá!'a ná iin yíki, dá ni ndoko ña. Cuando señalaron la calabacita fue cuando se marchitó (creencia popular).",ndóko ña,ni ndoko ña,
412,ndo'o na,y.t.,"1. suceder, pasar, sufrir (algo malo)",Ná koó ña'a ndo'o ní noo ko'on ní. Que le vaya bien. (Lit. Que nada le pasa a usted a donde va.) 2. tener (una enfermedad) —Kú'u va na. —¿Ndi kián ndó'o na? —Ndó!o na dei. —El está enfermo. —¿Qué es lo que tiene? —Tiene catarro.,ndó!'o na,ni ndo'o na,Var. kando'o na
413,dándó'o na,y.t.,NA,NA,NA,NA,"hacer sufrir, cansar (físicamente)"
414,ko ndó'o na,yv.t.,NA,NA,NA,NA,"no querer, no importar (por ser rebelde o egoísta)"
415,ndo'o kuu na sa'a ná,y.t.,ser amoroso (con alguien),"Ndó'o kuu na sa!a iin de'e na; ndidaá vá ña'a kée na xí'ín xí. Él es amoroso con su hijo; todo lo hace por él.  Deriv. de kuu na, sa'a",ndó'o kuu na sa'a ná,ni ndo'o kuu na sa!a ná,Véase ndo'o kini na sa'a ná
416,ndo'o naní nío ná,v.i.,sufrir (constantemente o intensamente),"Ni ndo'o naní nío ná ni kee kue'e sa ndo'o na. Él sufrió mucho a causa de la enfermedad que tenía.  Deriv. de ndo'o na, nío",ndó'o naní nío ná,ni ndo'o naní nío ná,
417,ndo'o na tuchi,v.i.,1. sentirse mal (por cargar algo pesado o trabajar muy duro) 2. padecer (de baja o alta presión),Ní'i do'o na tá ndó'o na tuchi. Oye un zumbido en los oídos cuando sufre de la presión. Deriv. de tuchi,ndó'o na tuchi,ni ndo'o na tuchi,
418,ndo'o nío ná,yv.i.,sufrir,"Ndó'o ndava'o nío ndu'u sa'á xi, chi ni xi'i va xi. Sufrimos mucho porque se murió el niño. Comp. de ndo'o na, nío",ndó'o nío ná,ni ndo'o nío ná,"Var. ndo'o íníma ná, ndo'o aníma ná"
419,ndoto na,v.i.,despertarse ¿,"Á mi ndoto va na ni kidi na?, chi ko'on na choon. ¿Ya se despertó?, porque va a ir al mandado.",ndóto na,ni ndoto na,
421,ndudíon ña,v.i.,ponerse brillante,"Ndató ndava'o ni ndudíon ndá'a iti káa, chi kóon dai. Las hojas de las milpas se pusieron brillantes y bonitas, porque llovió. Deriv. de díon",ndúdion ña,ni ndudíon ña,
422,ndu'io na,v.i.,"ponerse salvaje, volverse salvaje","Ni ndu'io nda'o kuéi yu'u, chi ni kuu na'á nda'o ndéi mií rí yúku. Mis caballo se han puesto muy salvajes porque ya tienen mucho tiempo que andan sueltos en el monte.  Comp. de ndu-, io",ndú'io na,ni ndu'io na,
423,nduká'ano na,yv.t.,NA,NA,NA,NA,1. cumplir (años)
424,ndukini na,y.i.,volverse malo (en su carácter),Xíonoo nda'o takuáchí ta kúú ni ndukini nda'o xi. Los niños se salen mucho de casa y se volvieron muy malos. Deriv. de kini,ndúkini na,ni ndukini na,
425,ndukua'á nii ñá,v.i.,ponerse rojo (como la sangre),"Ni ndukua'á nii induú káa tá ni keta ndindii kuu víti. El cielo se puso rojo como sangre cuando el sol se iba ocultando el día de hoy.  Deriv. de kua'á, nii,",ndúkua'á nii ñá,ni ndukua'á nii ñá,
426,ndukue'e na,v.i.,"1. ponerse bravo, tener rabia","Ndúrkue'e tina yoo febreró, chi ndáxi rí kée dai. En el mes de febrero a los perros les da rabia porque se mojan con la lluvia (creencia popular).  2. perder (el control), irritarse Ni'i nda'o dini rá, ndúrkue'e ra, kini kée ra. Es muy iracundo, se irrita y es violento.  Deriv. de kue'ez",ndúkue'e na,ni ndukue'e na,Var. ndurkue'e ri
427,ndukuxí ña,v.i.,"blanquearse, ponerse blanco","Ni chikái iin dá'on yakó ndava'o ini clarasol, ta ndató ndava'o ni ndukuxían. Eché una ropa muy sucia en cloro y se puso muy blanca. Deriv. de kuxí",ndúkuxí ña,ni ndukuxí ña,
428,nduleé na,yv.i.,actuar (como bebé),Deriv. de leé,ndúleé na,ni nduleé na,
429,ndulóko na,v.i.,volverse loco,"Tató!o káa ni ndulóko ra, chi sa xí'i nda'o ra. El señor se volvió loco porque tomaba mucho. Deriv. de lóko",ndúlóko na,ni ndulóko na,Var. ndulokó na
430,ndundaa na,yv.t.,"1. poner derecho, enderezar","Ni ndundaa na yíko. Enderezaron el surco. 2. arreglar, rectificar (asunto) Ni ndundaa na choon, dá chi ko káa yíko ta'an vaan. Él arregló el asunto porque no estaba en orden. Deriv. de ndaa,",ndúndaa na,ni ndundaa na,
431,ndunóo na,v.i.,volverse pobre,"Ni ndunóo na, dá chi ni ku'u va na. Se volvió pobre porque se enfermó. Deriv. de nóo",ndúnóo na,ni ndunóo na,
432,ndupe'ela ña,v.i.,ponerse aguado,Ni ndupe'ela yúsa. Se puso aguada la masa. Deriv. de pe'ela,ndúpe'ela ña,ni ndupe'ela ña,
433,ndupí'ilí ñá,v.i.,NA,NA,NA,"ponerse pequeño (un ojo por golpe o hinchazón) ¿Á ni kani yo'ó tadi'í káa? Ni nein nda'o noo Xí, kúú ni ndupí'ílí nda'a vaan. ¿Tú golpeaste a esa muchacha? Tiene muy hinchados sus ojos y se pusieron muy pequeños. ni ndupí'ilí ñá",
434,nduríkásá ñá,v.i.,"endurecerse, ponerse duro, ponerse tieso",Ni nduríkásá dita ni kee ndindii. Se pusieron duras las tortillas porque estuvieron en el sol. Deriv. de tíkásá,ndúrikásá ñá,ni nduríkásá ñá,Var. ndutíkásá
435,kendúsa na,v.t.,NA,NA,NA,NA,"forzar, obligar"
436,miían ndúsa adv. es necesario que ndusaa na,yv.i.,"regresar, llegar (aquí, a su casa)",Sa ni ndusáa va na ni sa'an na Niko'óyó. Ya regresó de México. Deriv. de kasaa na,ndúsaa na,"ni ndusáa na, ni ndusaa na","Var. ndasaa na, ndisaa na ndusaá na v.i 1. haber cambiado Ni ndusaá na, ko ká'an kini ka na sa'á ñayuu. Cambió mucho ya no habla mal de la gente. 2. cambiarse, renovarse Ni ndusaá ve!e na chi ni nduva'a na ña. Renovó su casa (lit. Su casa se renovó) porque la arregló. Deriv. de saá [pres. ndúsaá na; pas. ni ndusaá na]"
437,ndusá'á ná v.i empezar Ndusá'á saá na dákuá'a na. Empezó a estudiar de nuevo. Deriv. de sata [pres. ndúsá'á ná; pas. ni ndusá'á ná] Var. ndisá'á ná ndusaa ini na,v.i.,"1. recordar, acordarse","Ni ndusáa va inii ndeí ni chikáa va'i di'óin. Ya me acordé de donde guardé mi dinero. 2. despertarse Sa ni ndusaa va ini ta leé, ko kídi ka xi. Ya despertó el bebé ya no está durmiendo. 3. recobrar (el conocimiento) Na'á nda'o ni xi'i yi'í iin ta ló'o, tído ni ndusaa va ini xi. Ayer un niñito se desmayó por mucho tiempo, pero recobró el conocimiento. Deriv. de ndusaa na, ini,",ndúsaa ini na,"ni ndusaa ini na, ni ndusáa ini na",Var. ndisaa ini na
438,dándusaa ini na,v.t.,NA,NA,NA,NA,hacer recordar
439,dákuino na,y.t.,meter (palma al tejer un sombrero),"Sa dákuino vai mvéloí, kúú ndaá ndee van. Ya metí las palmas para hacer la falda del sombrero y está a punto de terminarse.",dákuino na,ni dakuíno na,
440,dákuitá na,v.t.,NA,NA,NA,NA,hacer que se canse Ni
441,dákuita noo na,yv.t.,dispersar (personas),Dákuita noo ta maestró takuáchí eskuelá kadikí xi. Los maestros dispersan a los niños de la escuela para que jueguen. Deriv. de kuita noo na,dákuita noo na,ni dakuíta noo na,
442,dákuita tachí na,v.t.,hacer que se infle,Luu nda'o dákuita tachí nañá'a dita ná. Las mujeres hacen que sus tortillas se inflen muy bonito en el comal. Deriv. de kuita tachí ña,dákuita tachí na,ni dakuíta tachí na,
443,4 dándúta na,v.t.,NA,NA,disolver,NA,"hacer que desaparezca (por sobar, inflamación)"
444,nduta na,yv.i.,retirarse (a su casa),"Sa ni kasá'á vá ndúta na, sa ni ndi'i va ni sa io juntá. Ya se están retirando, porque ya terminó la junta.",ndúta na,ni nduta na,
445,kodo ndúta ná,yv.i.,NA,NA,NA,NA,"recibir (el bautismo), ser bautizado"
446,nduti ña,v.i.,"derretirse, quemar (hule, cera, sebo)",Ni nduti va ñoma dá ni kava'a na íti. Se derritió la cera para que hicieran las velas.,ndúti ña,ni nduti ña,
447,ndutikao ña,v.i.,ponerse chueco,"Kándu'u ní'ini yíto, dá ni chikani ndichi na ra, dá chi yu'ú na ndurikao ra. Una rama estaba tirada, entonces él la paró para que no se ponga chueca.  Deriv. de tikao",ndútikao ña,ni ndutikao ña,Var. ndurikao
448,ndutú'u na,v.i.,"amontonarse, reunirse, juntarse (un grupo)",Ni ndutú'u laa noo yíto kudi ri. Los pájaros se juntaron para dormir en el ndutíkásá (Var. de nduríkásá ñá) árbol. ponerse duro Deriv. de tú'u,ndútú'u na,ndutiñóno ña v. i. llenarse (de hoyitos ni ndutú'u na,
450,": nduú; adv. junto con Sa ni kexoo va apretujarse (de los lados) sanoi kua'an xi iin ka ve'e ió xi, ko ndútiyée ña (Var. de nduyée ña) ió nduú ka xi xí'ín yu'u. Mi nuera ya ponerse tieso y arrugado se apartó de mí para vivir en otra casa; ndutondó na",v.i.,NA,NA,NA,NA,"ponerse bravo Tá ya no vive junto conmigo. ni naá xí'ín ná, dión ta'ani"
452,nduva'a na 1.,yv.t.,"arreglar, componer, reparar (lit. hacer bueno)","Nákai ndúva'i ve'i. Estoy arreglando mi casa. 2. v. i componerse, sanarse (de una enfermedad) Ni kani na íon kochí kúú ni nduva'a va rí. Inyectaron al marrano y se sanó. Deriv. de ndu-, va'a",ndúva'a na,ni nduva'a na,
453,dánduxi na,v.t.,NA,NA,NA,NA,"enterrar, sepultar"
454,nduyukú rí,v.i.,volverse salvaje,"Ni kandoo iin kíti yúku, kúú ni  ni, nduyukú vá rí. Un chivo se quedó en el monte y se volvió salvaje.  Deriv. de yúku",ndúyukú rí,ni nduyukú rí,
455,nduyúta ñá,v.i.,ponerse tierno,Ni nduyúta túku noó ni ta'anda ndá'a ná chi ni ndaxian. La cortada de la mano de él se puso tierna otra vez porque se mojó.  Deriv. de yúta,ndúyúta ñá,ni nduyúta ñá,
456,ni'i ña,v.i.,1. hacer zumbido fuerte,"Ní'i ndava'o kée koo yúú, kúú yu'ú ndava'a va oni ví taan. Hace mucho ruido por la canícula y tenemos mucho miedo de que vaya a temblar. 2. alborotarse Ni ni'i ndava'o rí ni kee ndigue'í. Los animales se alborotaron mucho por el coyote.",ní!i ña,ni ni'i ña,
458,kandei ni'ini na,v.i.,NA,NA,NA,NA,"estar (por dondequiera, sujeto plural)"
459,kata ni'ini na,v.t.,NA,NA,NA,NA,tirar (al suelo)
465,ku'u ni'ini na,v.i.,NA,NA,NA,NA,"meterse, entrar (aprisa)"
467,ndañó'ó ní'ini ña,v.i.,NA,NA,NA,NA,desaparecer (de repente)
468,ndao ni'ini na,v.i.,NA,NA,NA,NA,brincar (de un lado a otro)
469,4 tanda'á ní'ini na,v.t.,NA,NA,empujar,NA,obligar (a alguien)
470,ni'ióon na,y.t.,recibir (gratis),"Ni ni'i óon na iin tá'í ñó'o noo tatá na. Él recibió gratis un terreno de su papá. Comp. de ni'i ná, oon",ní'i óon na,ni ni'i óon na,
471,ni'i tó'on na,y.t.,"recibir (noticias), enterarse","Xíká vá ió nanái, ta ni ni'i tó'on va na ndí kián ndó'i, ña kú'i. Mi mamá vive lejos, pero se enteró de que estoy enferma. Comp. de ni'i ná, to'onz",ní'i tó'on na,ni ni'i tó'on na,
472,noma dai,v.i.,"cesar, parar (la lluvia)","Dai déen ndava'o kúú rá, ñoó ndani kóon ñíñí. Ni noma va rá viti. Era un aguacero muy fuerte, por eso cayó granizo. Pero ya paró.",nóma dai,ni noma dai,
473,nomi ná,v.i.,"tener prisa, apurarse","Nómi xí keí xí dita, chi ko'on xi yúku vitilon kuií. Tiene prisa por comer porque ahora mismo sale al monte.",nómi ná,ni nomi ná,
474,nomi ndaa na,y.t.,abrazar (de frente),Nomi ndaa na taleé na. Está abrazando a su bebé.,nómi ndaa na,ni nomi ndaa na,
475,nomi ni'ini na,y.t.,1. abrazar (con mucho cariño),"Tá ni xi'i xidoi, kúú ni nomi ni'ini na ndidaá de'e na, dá ni xi'i na. Cuando estaba muriendo, mi suegra abrazó a todos sus hijos y luego murió.  2. abrazar (una gran cantidad) Nómi ni'ini na títo kua'an na. Él lleva (lit está abrazando) la leña.  Deriv. de ni'ini",nómi ni'ini na,ni nomi ni'ini na,
476,nono ini na,v.i.,descansar (después de estar muy ocupado),"Kua'an takuálí eskuelá, ni nono ini na xiní na. Los niños se fueron a la escuela y entonces su mamá descansó.",nóno ini na,ni nono ini na,
477,dánóo na,v.t.,NA,NA,NA,NA,bajar
478,kakuiin naá noo ná,v.i.,NA,NA,NA,NA,nublarse (la vista por cansancio o desmayo)
479,kandita na noo ná,y.i.,NA,NA,rentar,NA,reemplazar (sujeto plural)
480,kandita noo ná,v.i.,NA,NA,NA,NA,"estar adelante, estar al frente, ser líderes, ser autoridades (sujeto plural)"
481,kani choon noo ná,yv.t.,NA,NA,NA,NA,"tocar, corresponder (a alguien su turno o un cargo)"
484,na'a noo ná,v.i.,NA,NA,NA,NA,aparecer
486,ndane'e noo ná,v.i.,NA,NA,NA,NA,levantar (la mirada)
487,katai chi'an na,v.i.,NA,NA,NA,NA,estar maldecido
488,chichí xí,v.i.,mamar,"Chíchí na'á sí, chi ko ta'ón tá'an xi ió yachi. Ha mamado pecho por mucho tiempo porque no tiene hermanito.",chíchí xí,ni chichí xí,
489,dákúu xoo na,v.t.,"poner (aparte), apartar",Ni dákúu xoo na tiñoó leé noo naná ri dá ná kaki yachi ri. Ellos apartaron a los pollitos de la gallina para que pueda poner pronto.,dákúu xoo na,ni dakúu xoo na,
